,LegitCount,MI,SpamCount,Term
28352,745.0,1.2672553976966576,85.0,should
20012,305.0,1.2657378435548456,135.0,even
28938,367.0,1.2650646860131636,129.0,each
44650,349.0,1.2438276368295629,128.0,phone
36112,1219.0,1.23851358268472,0.0,linguistic
25517,119.0,1.2171193774869289,143.0,every
17155,136.0,1.2088353378124643,141.0,service
39332,275.0,1.2057143120095335,130.0,much
1945,76.0,1.2005825722921468,143.0,business
7149,83.0,1.1946515514416536,142.0,today
44289,163.0,1.1905906838719384,137.0,start
26047,383.0,1.1785391883117096,116.0,where
38901,231.0,1.175996765463262,130.0,message
35875,356.0,1.1727004678679611,118.0,thank
24629,181.0,1.1687428500854973,133.0,week
42403,193.0,1.1679037704999735,132.0,home
12490,501.0,1.163994787890288,101.0,question
15306,55.0,1.128806975588985,135.0,market
37708,304.0,1.125754433484656,117.0,before
7112,332.0,1.1238023577151028,114.0,look
39874,105.0,1.1132148701509208,131.0,cost
34685,383.0,1.1106937220015125,107.0,world
37608,423.0,1.105897483894062,102.0,into
39443,355.0,1.103581427000461,109.0,place
29383,333.0,1.0940699451009903,110.0,within
13526,576.0,1.0931878861832327,82.0,contact
25421,552.0,1.093048162320892,85.0,form
23828,323.0,1.0863941534683637,110.0,could
8008,271.0,1.070724138640733,113.0,read
11321,302.0,1.0628079566025983,109.0,type
44224,518.0,1.0487615849834582,83.0,provide
5485,103.0,1.0471804837066985,123.0,hour
30125,300.0,1.0383237061759003,106.0,after
22446,54.0,1.037680583660484,124.0,product
26633,53.0,1.0374293735505091,124.0,company
34954,476.0,1.033584623661592,86.0,copy
37989,415.0,1.0326866151460727,93.0,those
19183,390.0,1.0267289197529417,95.0,must
16406,304.0,1.0260803314242364,104.0,through
36041,340.0,1.0237390604117067,100.0,special
12662,255.0,1.0204548068727877,108.0,help
24739,59.0,1.006042076666104,120.0,easy
34631,483.0,1.0037046711918214,81.0,system
32185,293.0,0.994779780175974,101.0,think
20683,261.0,0.9861637976458816,103.0,request
33937,137.0,0.9834281888708459,113.0,back
23985,17.0,0.9831311242763768,118.0,click
1663,254.0,0.9810398652687446,103.0,show
38757,578.0,0.9766850944532062,65.0,page
14470,713.0,0.9708217027486046,45.0,word
16913,138.0,0.9679308631207916,111.0,reply
4765,151.0,0.9673921842860724,110.0,right
40863,97.0,0.9631159230155004,113.0,month
6363,761.0,0.9608050589243214,36.0,research
28990,300.0,0.9469037918032706,94.0,same
43492,219.0,0.9404792261367808,101.0,wish
19506,572.0,0.9301743239793904,59.0,such
10899,324.0,0.9282051226320756,89.0,computer
39368,155.0,0.9219502118829362,104.0,price
22360,399.0,0.9165328298853862,79.0,different
26258,659.0,0.9127298185244892,44.0,paper
32516,493.0,0.9062746811842084,66.0,base
24090,492.0,0.9053736357071642,66.0,write
24441,293.0,0.9035528933984494,89.0,full
32667,141.0,0.8976141793613448,102.0,again
17108,145.0,0.8920137655829649,101.0,great
6293,838.0,0.8857766710880937,9.0,english
31593,18.0,0.8830793588576882,106.0,sell
4799,465.0,0.8811269875486119,66.0,process
6797,161.0,0.8780559799047396,98.0,tell
1215,474.0,0.8751543773762379,64.0,further
19170,109.0,0.8717580495063861,101.0,never
12318,207.0,0.8697488036518611,93.0,good
